タイムスタンプ,受付,国籍※国籍が分かる場合「その他」に国名を記入,時間帯,目的,人数,性別,年齢,問い合わせ内容,Komatsu九館内の案内,交通,目的地※主な所を一ヶ所,周辺店舗、飲食店※複数可,観光案内,パンフレットお渡し,物産,宿泊,イベント,その他（落とし物、ATM、公衆電話、授乳室など）,問い合わせ内容/回答
2025/06/29,窓口,1.日本,11時台,市民利用,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/06/29,窓口,1.日本,10時台,市民利用,個人,女性,学生,Komatsu九館内,UNICOFFEE,,,,,,,,,,
2025/06/29,窓口,1.日本,12時台,観光,個人,男性,40代から50代,観光案内,,,,,みよっさ,お渡しなし,,,,,みよっさのお問い合わせ、御朱印の氷室饅頭を購入の際に御朱印が近くにあるとお伝えしました　(大音)
2025/06/30,電話,1.日本,17時台,市民利用,個人,女性,40代から50代,交通,,バス,商工会議所,,,,,,,,平日に商工会議所行くのにどのバスに乗ればいいかのお問い合わせ、８時頃のバスがいいという事で佐野線を案内しました　(大音)
2025/07/02,窓口,2.アジア,10時台,観光,2〜5人,男女,20代から30代,交通,,バス,イオンモール新小松,,,,,,,,イオンモールまでのバスの時刻表のお渡し(見付)
2025/07/02,窓口,1.日本,11時台,観光,個人,男性,60代以上,交通,,バス,小松空港,,,,,,,,小松空港から駅までのバスのご案内(見付)
2025/07/02,窓口,2.アジア,09時台,観光,家族連れ,男女,40代から50代,交通,,バス,那谷寺,,,,,,,,バスの支払い方法のご案内(見付)
2025/07/03,窓口,1.日本,11時台,市民利用,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/07/03,窓口,1.日本,11時台,ビジネス,2〜5人,男女,40代から50代,Komatsu九館内,喫煙所,,,,,,,,,,
2025/07/04,窓口,1.日本,16時台,観光,個人,女性,40代から50代,Komatsu九館内,フリーWi-Fiについて,,,,,,,,,,フリーWi-Fiありますか。パスワード案内しました。(林)
2025/07/05,電話,1.日本,10時台,観光,10人以上,女性,40代から50代,周辺店舗、飲食店,,,,ランチ,,,,,,,30名の団体でランチが食べられるお店をお探し。和食が良いとので南月と長沖をご案内しました（田中）
2025/07/05,窓口,1.日本,09時台,市民利用,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/07/05,窓口,1.日本,10時台,市民利用,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/07/05,窓口,1.日本,15時台,市民利用,個人,男女,40代から50代,交通,,バス,小松空港,,,,,,,,
2025/07/06,窓口,1.日本,09時台,観光,2〜5人,男女,60代以上,交通,,バス,国府ものがたり館,,,,,,,,ものがたり館までバスの時刻のご案内(見付)
2025/07/06,電話,1.日本,13時台,観光,個人,男性,60代以上,宿泊,,,,,,,,変なホテル,,,今すぐ泊まるのではないが宿泊施設を案内してほしい。駅周辺のホテル案内。予約も言われたのでホテルに問い合わせしてください。お伝えしました。(林)
2025/07/06,窓口,1.日本,11時台,観光,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/07/07,窓口,1.日本,08時台,市民利用,個人,女性,40代から50代,小松市役所,小松市役所,,,,,,,,,,小松市役所に徒歩で行く場合の道のお問い合わせ　見て歩きマップで案内しました(大音)
2025/07/07,窓口,1.日本,08時台,市民利用,個人,女性,40代から50代,周辺店舗、飲食店,,,,イオンモール,,,,,,,イオンモールに行くバスの問い合わせ　バスが行きたい時間にない為、タクシーを案内しました(大音)
2025/07/07,窓口,1.日本,13時台,市民利用,個人,男性,60代以上,周辺店舗、飲食店,,,,小松うどん、塩焼きそば,,,,,,,つるっとが休みの為空港の中佐をご案内しました（田中）
2025/07/07,窓口,1.日本,15時台,市民利用,個人,男性,40代から50代,周辺店舗、飲食店,,,,花山亭,,,,,,,花山亭までのアクセスをご案内しました（田中）
2025/07/09,窓口,1.日本,09時台,観光,個人,女性,40代から50代,物産,,,,,,,取扱いのないもの（金沢土産、栗蒸し羊羹等）,,,,
2025/07/09,窓口,1.日本,12時台,ビジネス,個人,女性,20代から30代,周辺店舗、飲食店,,,,小松うどん、塩焼きそば,,,,,,,歩いて行ける距離でお昼を食べれる所のお問い合わせでつるっとを案内しました(大音)
2025/07/09,窓口,1.日本,11時台,観光,2〜5人,男女,20代から30代,周辺店舗、飲食店,,,,デザートを食べられる所,,,,,,,アイスクリームを食べる所のお問い合わせでカブーレを案内しました(大音)
2025/07/10,窓口,1.日本,08時台,ビジネス,個人,男性,40代から50代,Komatsu九館内,喫煙所,,,,,,,,,,
2025/07/10,窓口,1.日本,08時台,市民利用,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/07/10,窓口,1.日本,08時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/07/10,窓口,1.日本,09時台,ビジネス,2〜5人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/07/10,窓口,1.日本,09時台,ビジネス,個人,男性,40代から50代,交通,,バス,イオンモール,,,,,,,,無料バス案内
2025/07/10,窓口,1.日本,09時台,観光,個人,女性,60代以上,交通,,バス,九谷陶芸村,,,,,,,,バス案内しましたが時間がかかるのでタクシーも案内しました（林)
2025/07/10,窓口,2.アジア,12時台,観光,個人,男性,20代から30代,交通,,バス,小松空港,,,,,,,,
2025/07/10,窓口,1.日本,12時台,観光,個人,男性,40代から50代,観光案内,,,,,芦城公園　錦窯　小松天満宮,"見て歩きマップ, 個別のパンフレット",,,,,芦城公園　錦窯　小松天満宮までのルートのご案内。（田中）
2025/07/10,窓口,2.アジア,14時台,観光,家族連れ,男女,40代から50代,交通,,バス,小松空港,,,,,,,,時刻表と乗り場を案内しました（林)
2025/07/10,窓口,2.アジア,15時台,観光,個人,男性,40代から50代,交通,,バス,小松空港,,,,,,,,時刻表お渡しと乗り場案内しました。(林)
2025/07/10,窓口,1.日本,16時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/07/11,窓口,1.日本,10時台,観光,個人,男性,60代以上,タバコ,喫煙所,,,,,,,,,,喫煙所のお問い合わせ　ご案内しました　(大音)
2025/07/11,窓口,1.日本,10時台,観光,個人,男性,40代から50代,Komatsu九館内,御周印,,,,,,,,,,御周印のお問い合わせ、事務局に問い合わせしギャラリースペースにあることが分かり案内しました(大音)
2025/07/11,窓口,1.日本,12時台,ビジネス,2〜5人,男性,40代から50代,周辺店舗、飲食店,,,,海鮮が食べたい,,,,,,,海鮮を食べたいとお問い合わせ、お車でお越しなので大西寿司案内しました（大音)
2025/07/11,窓口,1.日本,10時台,観光,個人,男性,40代から50代,Komatsu九館内,喫煙所,,,,,,,,,,喫煙所のお問い合わせ　案内しました（大音）
2025/07/11,電話,1.日本,13時台,観光,個人,男性,40代から50代,宿泊,,,,,,,,赤穂谷温泉,,,赤穂谷温泉に電話しても繋がらない。しているのか。していない。とお伝えしました（林)
2025/07/11,窓口,1.日本,16時台,観光,個人,男性,60代以上,周辺店舗、飲食店,,,,ディナー,,,,,,,
2025/07/12,窓口,1.日本,12時台,市民利用,個人,女性,40代から50代,交通,,バス,小松空港,,,,,,,,
2025/07/12,窓口,1.日本,16時台,観光,個人,男性,40代から50代,Komatsu九館内,喫煙所,,,,,,,,,,
2025/07/13,窓口,1.日本,08時台,市民利用,個人,男性,40代から50代,交通,,バス,イオンモール新小松,,,,,,,,
2025/07/13,窓口,1.日本,08時台,市民利用,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/07/13,窓口,2.アジア,09時台,観光,個人,男性,40代から50代,交通,,バス,小松空港,,,,,,,,
2025/07/13,窓口,1.日本,09時台,観光,個人,男性,40代から50代,交通,,バス,イオンモール,,,,,,,,イオンモールのバス乗り場案内しました。(林)
2025/07/13,窓口,2.アジア,12時台,観光,個人,男性,40代から50代,交通,,バス,小松空港,,,,,,,,小松空港までの時刻表のお渡し(見付)
2025/07/13,窓口,2.アジア,14時台,観光,個人,男性,40代から50代,交通,,バス,小松空港,,,,,,,,バスでの支払いのご案内(見付)
2025/07/13,窓口,1.日本,16時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/07/13,窓口,1.日本,10時台,観光,2〜5人,男女,60代以上,Komatsu九館内,御周印について,,,,,,,,,,御周印についてお問い合わせ。ナイン事務所をご案内しました。(林)
2025/07/13,窓口,1.日本,11時台,観光,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/07/13,窓口,1.日本,17時台,市民利用,2〜5人,女性,40代から50代,交通,,バス,貸切バス,,,,,,,,貸切バスのお問い合わせ、北鉄バスの電話番号、スマイルレンタカーのパンフレットのお渡し(見付)
2025/07/14,窓口,1.日本,08時台,市民利用,個人,女性,60代以上,Komatsu九館内,お手洗い,,,,,,,,,,
2025/07/14,窓口,1.日本,08時台,市民利用,個人,女性,60代以上,交通,,バス,バス乗り場,,,,,,,,
2025/07/14,窓口,1.日本,08時台,観光,2〜5人,男性,40代から50代,Komatsu九館内,営業時間のお問い合わせ,,,,,,,,,,komatsuナイン全体の営業時間のお問い合わせ
2025/07/14,窓口,1.日本,12時台,観光,個人,女性,40代から50代,物産,,,,,,,お菓子,,,,トマトカレーおかきのお問い合わせ、道に駅か空港にあるとお伝えしました　(大音)
2025/07/14,窓口,1.日本,11時台,ビジネス,個人,男女,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,トイレのお問い合わせ　案内しました　(大音)
2025/07/14,窓口,1.日本,12時台,観光,個人,女性,20代から30代,Komatsu九館内,お手洗い,,,,,,,,,,トイレのお問い合わせ　案内しました　（大音）
2025/07/14,窓口,1.日本,14時台,市民利用,個人,女性,40代から50代,交通,,バス,小松郵便局,,,,,,,,小松郵便局までのアクセス、大杉線とこまちをご案内しました（田中）
2025/07/15,窓口,1.日本,11時台,市民利用,個人,男性,60代以上,交通,,バス,やわたメディカル,,,,,,,,バスの時刻のご案内(見付)
2025/07/15,窓口,1.日本,12時台,観光,2〜5人,男女,20代から30代,観光案内,,,,,九谷陶芸村,お渡しなし,,,,,九谷陶芸村に行くバスのお問い合わせ　佐野線を案内しました　(大音)
2025/07/15,窓口,1.日本,13時台,観光,個人,男性,60代以上,観光案内,,,,,"みよっさ, こまつの杜, 錦窯展示館","見て歩きマップ, ちょっことこまつ観光",,,,,空き時間に回れる所をお探し、ちょこっとこまつ観光で周辺ご案内(見付)
2025/07/15,窓口,3.欧米,15時台,観光,家族連れ,男女,20代から30代,交通,,タクシー,小松空港,,,,,,,,朝に空港に行く為、駅前にタクシーは何時からいるかとお問い合わせ、タクシー会社の電話番号一覧お渡し(見付)
2025/07/16,窓口,1.日本,08時台,市民利用,個人,男性,40代から50代,周辺施設,ハローワーク、市役所,,,,,,,,,,ハローワーク、市役所までの行き方のご案内(見付)
2025/07/16,電話,1.日本,09時台,観光,個人,女性,40代から50代,宿泊,,,,,,,,駅周辺ホテル,,,10月に小松駅周辺のホテルをお探し、各ホテルの電話番号をご案内(見付)
2025/07/16,窓口,1.日本,10時台,観光,個人,女性,40代から50代,Komatsu九館内,Wifi,,,,,,,,,,
2025/07/16,窓口,1.日本,12時台,ビジネス,個人,女性,20代から30代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/07/16,窓口,1.日本,19時以降,観光,2〜5人,男女,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/07/16,窓口,1.日本,18時台,観光,2〜5人,男女,60代以上,Komatsu九館内,無料休憩所,,,,,,,,,,820ステーション案内しました。(林)
2025/07/16,窓口,1.日本,19時以降,観光,個人,男性,60代以上,Komatsu九館内,お手洗い,,,,,,,,,,
2025/07/17,窓口,2.アジア,12時台,ビジネス,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/07/17,窓口,1.日本,10時台,観光,個人,女性,40代から50代,交通,,バス,イオンモール小松,,,,,,,,
2025/07/17,電話,1.日本,12時台,観光,個人,男性,40代から50代,観光案内,,,,,"航空プラザ, こまつの杜",お渡しなし,,,,,小松駅からコマツの杜　航空プラザ　温泉のお問い合わせ　温泉はお風呂でもおいいという事でアパホテルとさくら湯を案内しました　(大音)
2025/07/17,窓口,1.日本,11時台,観光,2〜5人,女性,20代から30代,交通,,バス,イオンモール,,,,,,,,イオンモールに行くバス乗り場のお問い合わせ　案内しました　(大音)
2025/07/17,窓口,1.日本,17時台,観光,2〜5人,女性,40代から50代,周辺店舗、飲食店,,,,小松うどん、塩焼きそば,,,,,,,
